"","processname","processcode","startdatetime","objectname","stagecounts"
"437","P100 - Faculty Services Email Text Analytics (Science) - Queue Processor","P100",2019-10-12,NA,40
"438","P100 - Faculty Services Email Text Analytics (Science) - Queue Processor","P100",2019-10-13,NA,20
"439","P100 - Faculty Services Email Text Analytics (Science) - Queue Processor","P100",2019-10-14,NA,35
"440","P100 - Faculty Services Email Text Analytics (Science) - Queue Processor","P100",2019-10-15,NA,10
"441","P100 - Faculty Services Email Text Analytics (Science) - Queue Processor","P100",2019-10-16,NA,30
"442","P103 - Domestic Balance Bot (Queue Loader)","P103",2019-10-16,"Blueprism.AutomateProcessCore.clsCollectionActions",2
"443","P103 - Domestic Balance Bot (Queue Loader)","P103",2019-10-16,"C# RegularExpressions",2
"444","P103 - Domestic Balance Bot (Queue Loader)","P103",2019-10-16,"MS Excel",6
"445","P103 - Domestic Balance Bot (Queue Loader)","P103",2019-10-16,"MS Outlook Email VBO",4
"446","P103 - Domestic Balance Bot (Queue Loader)","P103",2019-10-16,"Outlook",5
"447","P103 - Domestic Balance Bot (Queue Loader)","P103",2019-10-16,"Utility - Environment",6
"448","P103 - Domestic Balance Bot (Queue Loader)","P103",2019-10-16,"Utility - File Management",7
"449","P103 - Domestic Balance Bot (Queue Loader)","P103",2019-10-16,NA,561
"450","P103 - Domestic Balance Bot (Queue Processor 2)","P103",2019-10-16,"Blueprism.AutomateProcessCore.clsCollectionActions",1
"451","P103 - Domestic Balance Bot (Queue Processor 2)","P103",2019-10-16,"MS Outlook Email VBO Extended",5
"452","P103 - Domestic Balance Bot (Queue Processor 2)","P103",2019-10-16,"Utility - Collection Manipulation",3
"453","P103 - Domestic Balance Bot (Queue Processor 2)","P103",2019-10-16,NA,66
"454","P103 - Domestic Balance Bot (Queue Processor)","P103",2019-10-16,"Blueprism.Automate.clsWorkQueuesActions",508
"455","P103 - Domestic Balance Bot (Queue Processor)","P103",2019-10-16,"Blueprism.AutomateProcessCore.clsCollectionActions",10
"456","P103 - Domestic Balance Bot (Queue Processor)","P103",2019-10-16,"Custom String Actions",121
"457","P103 - Domestic Balance Bot (Queue Processor)","P103",2019-10-16,"MS Excel",12
"458","P103 - Domestic Balance Bot (Queue Processor)","P103",2019-10-16,"Outlook",8
"459","P103 - Domestic Balance Bot (Queue Processor)","P103",2019-10-16,"Plugin - Image Processing",6
"460","P103 - Domestic Balance Bot (Queue Processor)","P103",2019-10-16,"Utility - Collection Manipulation",8
"461","P103 - Domestic Balance Bot (Queue Processor)","P103",2019-10-16,"Utility - Date and Time Manipulation",4
"462","P103 - Domestic Balance Bot (Queue Processor)","P103",2019-10-16,"Utility - Environment",14
"463","P103 - Domestic Balance Bot (Queue Processor)","P103",2019-10-16,"Utility - File Management",4
"464","P103 - Domestic Balance Bot (Queue Processor)","P103",2019-10-16,NA,2392
"465","P103 - Domestic Balance Bot (Report Sender)","P103",2019-10-16,"MS Excel VBO",14
"466","P103 - Domestic Balance Bot (Report Sender)","P103",2019-10-16,"MS Outlook Email VBO Extended",3
"467","P103 - Domestic Balance Bot (Report Sender)","P103",2019-10-16,"Utility - Collection Manipulation",3
"468","P103 - Domestic Balance Bot (Report Sender)","P103",2019-10-16,"Utility - Environment",3
"469","P103 - Domestic Balance Bot (Report Sender)","P103",2019-10-16,NA,60
"470","P106 - Transcript GPA Calculation - Extract SITS Documents - Processor","P106",2019-09-26,"Blueprism.Automate.clsWorkQueuesActions",672
"471","P106 - Transcript GPA Calculation - Extract SITS Documents - Processor","P106",2019-09-26,"Blueprism.AutomateProcessCore.clsCollectionActions",541
"472","P106 - Transcript GPA Calculation - Extract SITS Documents - Processor","P106",2019-09-26,"SITS_Launch and Navigate",4078
"473","P106 - Transcript GPA Calculation - Extract SITS Documents - Processor","P106",2019-09-26,"Utility - Date and Time Manipulation",253
"474","P106 - Transcript GPA Calculation - Extract SITS Documents - Processor","P106",2019-09-26,"Utility - Environment",532
"475","P106 - Transcript GPA Calculation - Extract SITS Documents - Processor","P106",2019-09-26,"Utility - General",1
"476","P106 - Transcript GPA Calculation - Extract SITS Documents - Processor","P106",2019-09-26,NA,15730
"477","P106 - Transcript GPA Calculation - Extract SITS Documents - Processor","P106",2019-09-27,"Blueprism.Automate.clsWorkQueuesActions",702
"478","P106 - Transcript GPA Calculation - Extract SITS Documents - Processor","P106",2019-09-27,"Blueprism.AutomateProcessCore.clsCollectionActions",544
"479","P106 - Transcript GPA Calculation - Extract SITS Documents - Processor","P106",2019-09-27,"MS Outlook Email VBO",4
